Title,Company,Location,Job Type,Job Link,Référence,Publiée le,Type de poste,Lieu de travail,Expérience,Étude,Disponibilité,Langues,Salary,Mobility
Magasinier,PHARMAGHREB,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212094/magasinier/,212094,29 novembre 2024,"CDD, ,, SIVP","La Soukra, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,,600 - 750 DT / Mois,Locale
Administrateur informatique (Système),AKWEL SERVICES TUNISIE,Tunis,CDI,https://www.keejob.com/offres-emploi/210665/administrateur-informatique-syst%C3%A8me/,210665,29 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,"Locale, International"
Sales and Marketing Director (healthcare),PARTNER RECRUITMENT,Tunis,Unspecified,https://www.keejob.com/offres-emploi/210918/sales-and-marketing-director-healthcare/,210918,29 novembre 2024,,"Tunis, Tunisie",Plus que 10 ans,Bac + 5,Plein temps,"Français , Anglais",5000 - 7000 DT / Mois,
Vendeur/ Caissier Stradivarius Mall of Sfax,TUNTEX,Sfax,Unspecified,https://www.keejob.com/offres-emploi/211951/vendeur-caissier-stradivarius-mall-of-sfax/,211951,29 novembre 2024,,"Sfax, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Agent de vente H/F,Manpower,Ariana,CDD,https://www.keejob.com/offres-emploi/212106/agent-de-vente-hf/,212106,29 novembre 2024,CDD,"Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Français,900 - DT / Mois,
Team Manager,TANIS,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/212088/team-manager/,212088,29 novembre 2024,"CDI, ,, SIVP","Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Anglais,1000 - 1200 DT / Mois,
Responsable QHSE,ASTEELFLASH,Ariana,CDI,https://www.keejob.com/offres-emploi/211587/responsable-qhse/,211587,29 novembre 2024,CDI,"Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",,
Réceptionnaire automobile CCS,AGENCE CITROËN MNIHLA,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210622/r%C3%A9ceptionnaire-automobile-ccs/,210622,29 novembre 2024,"CDI, ,, CDD, ,, SIVP","Ettadhamen, Ariana, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,,500 - 1000 DT / Mois,
Comptabilité Client,ASTEELFLASH,Ariana,CDI,https://www.keejob.com/offres-emploi/211586/comptable-revenu/,211586,29 novembre 2024,CDI,"Ariana, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",,
Technicien Support IT (Poste basé à Gabes),PARTNER RECRUITMENT,Gabes,Unspecified,https://www.keejob.com/offres-emploi/211283/technicien-support-it-poste-bas%C3%A9-%C3%A0-gabes/,211283,29 novembre 2024,,"Gabes, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,,
Comptable Senior (Révision) -Sousse,VEO WORLDWIDE SERVICES,Sousse,CDI,https://www.keejob.com/offres-emploi/211458/comptable-senior-r%C3%A9vision-sousse/,211458,29 novembre 2024,CDI,"Sousse, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Français,,
Coach animateur de vente (H/F),ADVANCIA TELESERVICES,Tunis,CDI,https://www.keejob.com/offres-emploi/211081/coach-animateur-de-vente-hf/,211081,29 novembre 2024,CDI,"El Kram, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,Français,1 - 2 DT / Mois,
Agent de manutention pour la Dir Maintenance,HR HOUSE INTERNATIONAL,Bizerte,CDI,https://www.keejob.com/offres-emploi/210586/agent-de-manutention-pour-la-dir-maintenance/,210586,29 novembre 2024,CDI,"Bizerte, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,"Arabe , Français",,
Adjointe Administrative (F),ÉTUDIER PLUS À L'ÉTRANGER,Ariana,SIVP,https://www.keejob.com/offres-emploi/211695/adjointe-administrative-f/,211695,29 novembre 2024,SIVP,"La Soukra, Ariana, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français",500 - 1000 DT / Mois,
TECHNICIEN MAINTENANCE GENERALE,ASTEELFLASH,Ariana,CDI,https://www.keejob.com/offres-emploi/212107/technicien-maintenance-generale/,212107,29 novembre 2024,CDI,"Ariana, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,,
"Kundenberatung, Prämie+Vorteile",OUTSOURCIA,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211715/kundenberatung-pr%C3%A4mievorteile/,211715,29 novembre 2024,"CDI, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,Allemand,1500 - DT / Mois,
Analyste Fonctionnel ERP - Comptabilité,METAM,Bizerte,CDI,https://www.keejob.com/offres-emploi/210610/analyste-fonctionnel-erp-comptabilit%C3%A9/,210610,29 novembre 2024,CDI,"Menzel Jemil, Bizerte, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",1000 - 3000 DT / Mois,
Chargé(e)s de déploiement,ALMAVIVA,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211687/charg%C3%A9es-de-d%C3%A9ploiement/,211687,29 novembre 2024,"CDD, ,, SIVP","Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,,
Chargé(e)s de clientèle Télévente,ARMATIS TUNIS,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211261/charg%C3%A9es-de-client%C3%A8le-t%C3%A9l%C3%A9vente/,211261,29 novembre 2024,"CDI, ,, SIVP","Ariana Ville, Ariana, Tunisie",Moins d'un an,Bac,Plein temps,Français,1200 - 1400 DT / Mois,
Téléconseillers en Réception d'appel (H/F) |,METOS,Ariana,CDI,https://www.keejob.com/offres-emploi/210617/t%C3%A9l%C3%A9conseillers-en-r%C3%A9ception-dappel-hf/,210617,29 novembre 2024,CDI,"Ariana, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,"Arabe , Français",,
automaticien (B),,Tunis,Unspecified,https://www.keejob.com/offres-emploi/211417/automaticien-b/,211417,29 novembre 2024,,"Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,"Locale, International"
Secretaire médicale,CABINET DE DERMATOLOGIE DR WAFA JOUINI,Ariana,SIVP,https://www.keejob.com/offres-emploi/212090/secretaire-m%C3%A9dicale/,212090,29 novembre 2024,SIVP,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,"Arabe , Français",400 - 500 DT / Mois,
Chargé Import-Export (Sousse),PARTNER RECRUITMENT,Sousse,Unspecified,https://www.keejob.com/offres-emploi/210674/charg%C3%A9-import-export-sousse/,210674,29 novembre 2024,,"Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",,
Développeur PHP,TANIS,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211881/d%C3%A9veloppeur-s%C3%A9nior/,211881,29 novembre 2024,"CDI, ,, SIVP","Ariana Ville, Ariana, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Français , Anglais",1500 - 2000 DT / Mois,
superviseur production,,Béja,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/210604/superviseur-production/,210604,29 novembre 2024,"CDI, ,, CDD","Beja Nord, Béja, Tunisie",Aucune expérience,Bac + 5,Plein temps,"Arabe , Français",,"Locale, International"
Conseillers commerciaux en Mutuelle Santé,ECG ASSURANCES,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211567/conseillers-commerciaux-en-mutuelle-sant%C3%A9/,211567,29 novembre 2024,"CDI, ,, SIVP","Tunis, Tunisie",Entre 1 et 2 ans,Bac + 1,Plein temps,Français,1000 - DT / Mois,
Chargé(es de clientèle Assistance Commerciale,ARMATIS TUNIS,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/211262/charg%C3%A9es-de-client%C3%A8le-assistance-commerciale/,211262,29 novembre 2024,"CDI, ,, SIVP","Ariana Ville, Ariana, Tunisie",Moins d'un an,Bac,Plein temps,Français,1200 - 1400 DT / Mois,
Data Officer 305,PRODUCTLIFE GROUP,Tunis,CDI,https://www.keejob.com/offres-emploi/210578/data-officer-305/,210578,29 novembre 2024,CDI,"Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,"Français , Anglais",1200 - 1300 DT / Mois,
AGENT IMMOBILIER TECNOCASA SAHEL,TECNOCASA GROUP,Sousse,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212110/agent-immobilier-tecnocasa-sahel/,212110,29 novembre 2024,"CDI, ,, CDD, ,, SIVP","Sousse, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,"Arabe , Français",750 - DT / Mois,Locale
Technicien Support,BINITNS,Tunis,Unspecified,https://www.keejob.com/offres-emploi/212097/technicien-support/,212097,29 novembre 2024,,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,Français,,
Commercial,AGENCE CITROËN MNIHLA,Ariana,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210625/commercial/,210625,29 novembre 2024,"CDI, ,, CDD, ,, SIVP","Mnihla, Ariana, Tunisie",Entre 2 et 5 ans,Bac,Plein temps,"Arabe , Français , Anglais",600 - 1000 DT / Mois,Locale
Chargé Back Office francophone,PARTNER RECRUITMENT,Tunis,CDI,https://www.keejob.com/offres-emploi/210630/charg%C3%A9-back-office/,210630,29 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,Français,1300 - 1500 DT / Mois,
Conseillers Commerciaux en Réception d'appel,ACTIVE CONTACT,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/212089/conseillers-commerciaux-en-r%C3%A9ception-dappel/,212089,29 novembre 2024,"CDI, ,, SIVP","Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 1,Plein temps,Français,950 - 1000 DT / Mois,
Responsable du développement commercial,ADVANCIA TELESERVICES,Tunis,CDI,https://www.keejob.com/offres-emploi/211075/responsable-du-d%C3%A9veloppement-commercial/,211075,29 novembre 2024,CDI,"El Kram, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,"Français , Anglais",1 - 2 DT / Mois,International
AGENTES DE COBRANCA (português),ETAI TUNISIE/INFOPRO DIGITAL,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/212121/agentes-de-cobranca-portugu%C3%AAs/,212121,29 novembre 2024,"CDI, ,, SIVP","La Soukra, Ariana, Tunisie",Moins d'un an,Formations professionnelles,Plein temps,Portugais,1500 - 2500 DT / Mois,
Planificateur,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211405/planificateur/,211405,29 novembre 2024,"CDI, ,, CDD","Bir Mcherga, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Anglais",,International
Technicien Qualification,,Sousse,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211440/technicien-qualification/,211440,29 novembre 2024,"CDD, ,, SIVP","Kalaa El Kebira, Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Français , Anglais",700 - 1000 DT / Mois,
Brand Manager Cosmétique,FATALES,Tunis,CDD,https://www.keejob.com/offres-emploi/211114/brand-manager-cosm%C3%A9tique/,211114,29 novembre 2024,CDD,"Cite El Khadra, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,Locale
Responsable de magasin,ARGANIA DISTRIBUTION,Tunis,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/210839/responsable-de-magasin/,210839,29 novembre 2024,"CDD, ,, SIVP","Tunis, Tunisie",Entre 2 et 5 ans,Bac + 2,Plein temps,"Arabe , Français , Anglais",,
Graphiste,ORIENT TEA,Ben Arous,"CDD, ,, SIVP, ,, Indépendant/Freelance",https://www.keejob.com/offres-emploi/211728/graphiste/,211728,29 novembre 2024,"CDD, ,, SIVP, ,, Indépendant/Freelance","Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Chargé(e) logistique et moyens généraux,ARMATIS TUNIS,Ariana,CDI,https://www.keejob.com/offres-emploi/211449/charg%C3%A9e-logistique-et-moyens-g%C3%A9n%C3%A9raux/,211449,29 novembre 2024,CDI,"Raoued, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,1300 - 1500 DT / Mois,Locale
Human Relation Advisor,ASTRAGALE,Sousse,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/210752/human-relation-advisor/,210752,29 novembre 2024,"CDI, ,, SIVP","Sousse Ville, Sousse, Tunisie",Aucune expérience,Bac + 3,Plein temps,Anglais,700 - 4000 DT / Mois,
Chargé Sécurité et Environnement,,Ben Arous,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212123/charg%C3%A9-s%C3%A9curit%C3%A9-et-environnement/,212123,29 novembre 2024,"CDD, ,, SIVP","Ben Arous, Ben Arous, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais","0,1 - 0,2 DT / Mois",Locale
Télévendeurs (Emission d'appel) Energie,,Ariana,Unspecified,https://www.keejob.com/offres-emploi/211538/t%C3%A9l%C3%A9vendeurs-emission-dappel-energie/,211538,29 novembre 2024,,"Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,Français,1000 - DT / Mois,
Offre de Stage: Droit Numérique et Conformité,CML AVOCAT,Sfax,"Stage/PFE, ,, Stage",https://www.keejob.com/offres-emploi/212077/offre-de-stage-droit-num%C3%A9rique-et-conformit%C3%A9/,212077,28 novembre 2024,"Stage/PFE, ,, Stage","Sfax Ville, Sfax, Tunisie",Aucune expérience,Bac + 5,Plein temps,"Arabe , Français , Anglais",,
Créatrice de contenu,GLAMOUR WEDDING DRESSES,Ariana,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212069/cr%C3%A9atrice-de-contenu/,212069,28 novembre 2024,"CDD, ,, SIVP","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Plein temps,"Arabe , Français , Anglais",,Locale
Senior Operations Controller (H/F),HR HOUSE INTERNATIONAL,Sfax,CDI,https://www.keejob.com/offres-emploi/212068/senior-operations-controller-hf/,212068,28 novembre 2024,CDI,"Sfax, Tunisie",Plus que 10 ans,Bac + 3,Plein temps,"Français , Anglais",,
Technicienne sup génie civil,,Sousse,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212105/technicienne-sup-g%C3%A9nie-civil-resp-achat/,212105,29 novembre 2024,"CDI, ,, CDD, ,, SIVP","Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",600 - 800 DT / Mois,Locale
Responsable Financier,ELAA INTERNATIONAL,Sousse,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212115/responsable-financier/,212115,29 novembre 2024,"CDI, ,, CDD, ,, SIVP","Sousse Ville, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 4,Plein temps,,,
Assistant Opérationnel,MEDIVOX,Tunis,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/212026/assistant-op%C3%A9rationnel/,212026,29 novembre 2024,"CDI, ,, SIVP","Cite El Khadra, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,Français,1900 - DT / Mois,
Assistante bureau D'assurance,,Tunis,SIVP,https://www.keejob.com/offres-emploi/212038/assistante-bureau-dassurance/,212038,28 novembre 2024,SIVP,"El Kram, Tunis, Tunisie",Entre 1 et 2 ans,Bac,Plein temps,"Arabe , Français",500 - 1000 DT / Mois,Locale
Coordinateur RH H/F,ARTUS,Monastir,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/211387/coordinateur-rh-hf/,211387,28 novembre 2024,"CDI, ,, CDD","Monastir, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Français , Anglais","1,5 - DT / Mois",
ADJOINT CHEF DE DEPOT,,Ben Arous,CDI,https://www.keejob.com/offres-emploi/211386/recrutement-adjoint-chef-de-depot/,211386,28 novembre 2024,CDI,"Rades, Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",2000 - 2500 DT / Mois,Locale
Vendeur/ Caissier Adidas Tunisia Mall,TUNTEX,Ariana,Unspecified,https://www.keejob.com/offres-emploi/212060/vendeur-caissier-adidas-tunisia-mall/,212060,28 novembre 2024,,"Ariana, Tunisie",Aucune expérience,Bac,Plein temps,,700 - DT / Mois,
Technicien Maintenance Electrique - BJO,CARTHAGO SANITAIRE,Zaghouan,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211329/technicien-maintenance-electrique-bjo/,211329,28 novembre 2024,"CDD, ,, SIVP","Bir Mcherga, Zaghouan, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",800 - 1500 DT / Mois,
Hôtesse d’accueil H/F,Manpower,Tunis,"CDD, ,, Intérim",https://www.keejob.com/offres-emploi/211388/h%C3%B4tesse-daccueil-hf/,211388,28 novembre 2024,"CDD, ,, Intérim","Centre ville, Tunis, Tunisie",Entre 1 et 2 ans,Bac + 1,Plein temps,"Arabe , Français",700 - 850 DT / Mois,
Chef service Contrats et Engagement Financier,GROUPE STUNAS INDUSTRIES,Ben Arous,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/212051/chef-service-contrats-et-engagement-financier/,212051,28 novembre 2024,"CDI, ,, CDD","Hammam Lif, Ben Arous, Tunisie",Plus que 10 ans,Bac + 4,Plein temps,"Arabe , Français",1 - 2 DT / Mois,Locale
Technicien support Hispanophone H/F,MANPOWER PROFESSIONAL,Tunis,CDI,https://www.keejob.com/offres-emploi/212072/technicien-support-hispanophone-hf/,212072,28 novembre 2024,CDI,"Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Anglais , Espagnol",,
Technicien tourneur,ROLCAR TUNISIA,Nabeul,SIVP,https://www.keejob.com/offres-emploi/212064/technicien-tourneur-fraiseur/,212064,28 novembre 2024,SIVP,"Nabeul, Nabeul, Tunisie",Moins d'un an,Bac + 3,Plein temps,Français,900 - 1000 DT / Mois,
Chargé Paie,ARGANIA DISTRIBUTION,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/212075/charg%C3%A9-paie/,212075,28 novembre 2024,"CDI, ,, CDD","Tunis, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",,
Chef de région,HR HOUSE INTERNATIONAL,Bizerte,CDI,https://www.keejob.com/offres-emploi/211336/chef-de-r%C3%A9gion/,211336,28 novembre 2024,CDI,"Bizerte, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,,,Locale
cadreur(se) vidéo,AROUS GHARSALLAH,Ariana,"CDD, ,, Indépendant/Freelance, ,, Intérim",https://www.keejob.com/offres-emploi/212065/cadreurse-vid%C3%A9o/,212065,28 novembre 2024,"CDD, ,, Indépendant/Freelance, ,, Intérim","Ariana Ville, Ariana, Tunisie",Entre 1 et 2 ans,Formations professionnelles,Mi-temps/Temps partiel,,,Locale
Chef d'équipe production,ORIENT TEA,Ben Arous,CDD,https://www.keejob.com/offres-emploi/212043/chef-d%C3%A9quipe-production/,212043,28 novembre 2024,CDD,"Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,,,
Econome,STSA HÔTEL EL FELL HAMMAMET,Nabeul,CDD,https://www.keejob.com/offres-emploi/212079/recrutons-un-%C3%A9conome/,212079,28 novembre 2024,CDD,"Hammamet, Nabeul, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français",950 - 1400 DT / Mois,
Chef D'atelier,ORIENT TEA,Ben Arous,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/212042/chef-datelier/,212042,28 novembre 2024,"CDI, ,, CDD","Ben Arous, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Négociateur international (hispanophone),OZEOL.,Sousse,CDI,https://www.keejob.com/offres-emploi/212046/n%C3%A9gociateur-international-hispanophone/,212046,28 novembre 2024,CDI,"Sousse Jaouhara, Sousse, Tunisie",Entre 2 et 5 ans,Bac + 3,Plein temps,"Français , Espagnol",1300 - 1800 DT / Mois,
Responsable Qualité Produit,WEHR,Tunis,CDI,https://www.keejob.com/offres-emploi/211383/responsable-qualit%C3%A9-produit/,211383,28 novembre 2024,CDI,"Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français",2500 - 3000 DT / Mois,
Community Manager,ORIENT TEA,Ben Arous,"CDI, ,, CDD, ,, SIVP, ,, Indépendant/Freelance",https://www.keejob.com/offres-emploi/212041/community-manager/,212041,28 novembre 2024,"CDI, ,, CDD, ,, SIVP, ,, Indépendant/Freelance","Ben Arous, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Technicien production industrielle,,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/212076/technicien-production-industrielle/,212076,28 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Moins d'un an,Bac + 2,Plein temps,"Arabe , Français",1 - 2 DT / Mois,
Chargé GRH,CARTHAGO SANITAIRE,Zaghouan,"CDD, ,, SIVP",https://www.keejob.com/offres-emploi/211330/charg%C3%A9-ordonnancement-et-paie/,211330,28 novembre 2024,"CDD, ,, SIVP","Bir Mcherga, Zaghouan, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Arabe , Français",900 - 1300 DT / Mois,Locale
English-Speaking International Commercial,OZEOL.,Sousse,CDI,https://www.keejob.com/offres-emploi/212047/english-speaking-international-commercial/,212047,28 novembre 2024,CDI,"Hammam Sousse, Sousse, Tunisie",Moins d'un an,Bac + 3,Plein temps,Anglais,850 - 1300 DT / Mois,
Chargé(e) de Service Clientèle,BANK ABC,Tunis,"CDI, ,, CDD, ,, SIVP",https://www.keejob.com/offres-emploi/206188/charg%C3%A9e-de-service-client%C3%A8le/,206188,28 novembre 2024,"CDI, ,, CDD, ,, SIVP","Tunis, Tunisie",Moins d'un an,Bac + 3,Plein temps,"Arabe , Français , Anglais",,
Chef de Bureau d'étude,GROUPE STUNAS INDUSTRIES,Ben Arous,CDD,https://www.keejob.com/offres-emploi/212050/chef-de-bureau-d%C3%A9tude/,212050,28 novembre 2024,CDD,"Hammam Lif, Ben Arous, Tunisie",Entre 5 et 10 ans,Bac + 5,Plein temps,"Arabe , Français",1 - 2 DT / Mois,Locale
Responsable Méthode et Industrialisation,ARTUS,Bizerte,Unspecified,https://www.keejob.com/offres-emploi/211389/responsable-m%C3%A9thode-et-industrialisation/,211389,28 novembre 2024,,"Menzel Jemil, Bizerte, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",2500 - 4000 DT / Mois,
Téléconseiller Service Client Multicanal,OUTSOURCIA,Ariana,"CDI, ,, SIVP",https://www.keejob.com/offres-emploi/212055/t%C3%A9l%C3%A9conseiller-service-client-multicanal/,212055,28 novembre 2024,"CDI, ,, SIVP","La Soukra, Ariana, Tunisie",Entre 1 et 2 ans,Bac + 2,Plein temps,Français,,
Développeur Web,COMPAREZASSUREZ.FR,Tunis,CDD,https://www.keejob.com/offres-emploi/212053/d%C3%A9veloppeur-web/,212053,28 novembre 2024,CDD,"Centre ville, Tunis, Tunisie",Entre 2 et 5 ans,Formations professionnelles,Plein temps,Français,,
"Assistant (e) Administrative Flux , Sousse",VEO WORLDWIDE SERVICES,Sousse,CDI,https://www.keejob.com/offres-emploi/212040/assistant-e-administrative-flux-sousse/,212040,28 novembre 2024,CDI,"Sousse, Tunisie",Entre 1 et 2 ans,Bac + 5,Plein temps,Français,,
Professeur d'espagnol et d'allemand,CENTRE DE LANGUES ET D ASSISTANCE SCOLAIRE,Ben Arous,"CDD, ,, SIVP, ,, Fonction publique, ,, Indépendant/Freelance, ,, Intérim, ,, Stage/PFE, ,, Stage, ,, Saisonnier",https://www.keejob.com/offres-emploi/212063/professeur-despagnol-et-dallemand/,212063,28 novembre 2024,"CDD, ,, SIVP, ,, Fonction publique, ,, Indépendant/Freelance, ,, Intérim, ,, Stage/PFE, ,, Stage, ,, Saisonnier","Ben Arous, Ben Arous, Tunisie",Aucune expérience,Bac + 3,Mi-temps/Temps partiel,,1 - 1000 DT / Mois,Locale
Comptable,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,SIVP,https://www.keejob.com/offres-emploi/211340/agent-comptable-d%C3%A9butant/,211340,28 novembre 2024,SIVP,"Hammam Zriba, Zaghouan, Tunisie",Aucune expérience,Bac + 3,Plein temps,Français,,
International Buyer,OZEOL.,Sousse,CDI,https://www.keejob.com/offres-emploi/212044/international-buyer/,212044,28 novembre 2024,CDI,"Sousse Jaouhara, Sousse, Tunisie",Entre 1 et 2 ans,Bac + 3,Plein temps,"Français , Anglais",700 - 1000 DT / Mois,International
Ingénieur électromécanique,PLASTIC ELECTROMECHANIC COMPANY PEC,Zaghouan,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/212054/ing%C3%A9nieur-%C3%A9lectrom%C3%A9canique/,212054,28 novembre 2024,"CDI, ,, CDD","Hammam Zriba, Zaghouan, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Français , Anglais",,
Mechanical & Piping Engineer,FUTURE HORIZONS COMPANY,Tunis,CDI,https://www.keejob.com/offres-emploi/212056/mechanical-piping-engineer/,212056,28 novembre 2024,CDI,"El Menzah, Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",,International
Financier,JAZ AGENCY,Tunis,"CDI, ,, CDD",https://www.keejob.com/offres-emploi/212083/financier/,212083,28 novembre 2024,"CDI, ,, CDD","Tunis, Tunisie",Entre 2 et 5 ans,Bac + 5,Plein temps,"Arabe , Français , Anglais",1200 - 1300 DT / Mois,
